sentences,aos
we were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte .,"[([5, 6], [], -1), ([10, 11, 12], [], 0), ([21, 22, 23, 24], [], -1)]"
authentic pakistani food .,"[([1, 2], [], 1)]"
"the staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.","[([1], [], 1), ([11], [], 1)]"
"the eggplant parmesan is also great, and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce .","[([1, 2], [], 1), ([18], [], 1), ([21, 22, 23, 24], [], 1)]"
"quality ingredients preparation all around, and a very fair price for nyc.","[([1], [], 1), ([9], [], 1)]"
"service was very good - prompt, attentive and non-intrusive.","[([0], [], 1)]"
"my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid , and was unnecessarily heated with a burner.","[([1], [], 1), ([3, 4, 5, 6], [], -1), ([11], [], -1), ([17], [], -1), ([19], [], -1)]"
we began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,"[([4, 5], [], 0), ([11], [], 0), ([13], [], 0)]"
"in such a crappy part of town to find a good value for lunch , this place is great.","[([11], [], 1), ([13], [], 1)]"
"its not curry in a slurry crap, and regular run of the mill food .","[([2], [], 0), ([13], [], 0)]"
"in fact, while leaving the place we saw two people looking at the menu , and i couldn't help telling them that the food was horrible.","[([13], [], 0), ([23], [], -1)]"
"even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.","[([8], [], 1), ([15], [], 1)]"
"if you want americanized chinese food with your usual watery, generic white sauce , this is your place.","[([4, 5], [], 0), ([11, 12], [], -1)]"
"the bread is the soft paratha bread (unlike the plain bread they use in calcutta), and the stuffing is tandoori styled and very flavorful.","[([1], [], 1), ([5, 6], [], 1), ([10], [], -1), ([17], [], 1), ([19], [], 1)]"
"service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, i'm willing to overlook it.","[([0], [], 1), ([3], [], 1), ([7, 8], [], -1), ([18], [], 1)]"
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"[([1], [], 0), ([14], [], 1), ([18], [], 1), ([23], [], 1), ([26], [], 0), ([29], [], -1)]"
"the service is excellent, the decor is great, and the food is delicious and comes in large portions .","[([1], [], 1), ([5], [], 1), ([10], [], 1), ([17], [], 1)]"
an excellent service,"[([2], [], 1)]"
"the food however, is what one might expect.","[([1], [], 0)]"
i love their thai noodles with shrimp and chicken and coconut juice is the must!,"[([3, 4, 5, 6, 7, 8, 9, 10, 11], [], 1)]"
the pizza was really good.,"[([1], [], 1)]"
"the only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in chinese.","[([19, 20], [], -1)]"
"food is average, and i would say even the chain restaurant baluchi's tastes better.","[([0], [], 0)]"
the place is small and cramped but the food is fantastic.,"[([1], [], -1), ([8], [], 1)]"
the food is tasty and portion sizes are appropriate.,"[([1], [], 1), ([5, 6], [], 1)]"
kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,"[([0, 1], [], 1), ([9], [], 1)]"
the entertainment was great they have shows that go on through out the dinner .,"[([1], [], 1), ([6], [], 1), ([13], [], 0)]"
the food is so cheap and the waiters are nice.,"[([1], [], 1), ([7], [], 1)]"
the food there is so good that even to order out the wait is incredible.,"[([1], [], 1), ([12], [], -1)]"
the bartender on my most recent visit was so incredibly rude that i will never go back.,"[([1], [], -1)]"
"their sushi , kamikaze and other rolls are fresh and well presented.","[([1], [], 1), ([3], [], 1), ([6], [], 1)]"
"for authentic thai food , look no further than toons.","[([2, 3], [], 1)]"
"the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners , which is not good considering the bill was nearly $100.","[([7], [], -1), ([12], [], -1), ([19, 20], [], 0), ([28], [], -1)]"
"i choose to go with one of the special , the braised lamb shank in red wine , which was excellent.","[([8], [], 1), ([11, 12, 13, 14, 15, 16], [], 1)]"
"if anyones has doubt of not knowing enough about wines ,please check their wine list .","[([9], [], 0), ([13, 14], [], 1)]"
"the only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.","[([10], [], -1), ([16], [], 0)]"
have the iced tea .,"[([2, 3], [], 1)]"
"small servings for main entree , i had salmon (wasnt impressed) girlfriend had chicken , it was good.","[([1], [], -1), ([4], [], -1), ([8], [], -1), ([13], [], 1)]"
you can actually get 2 salads worth if u take it home and add it to some lettuce !,"[([5], [], -1), ([17], [], 0)]"
the ambience is very romantic and definitely a good place to bring a date.,"[([1], [], 1), ([9], [], 1)]"
"it is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender , but we greatly enjoyed the unobtrusive atmosphere .","[([7], [], 1), ([16], [], -1), ([19], [], 0), ([22], [], 0), ([30], [], 1)]"
"the food is very good for it's price , better than most fried dumplings i've had.","[([1], [], 1), ([7], [], 1), ([12, 13], [], -1)]"
there are much better places in ny with better prices .,"[([9], [], -1)]"
obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,"[([0, 1], [], 1), ([12], [], 1)]"
i ate here a week ago and found most dishes average at best and too expensive.,"[([9], [], -1)]"
"still, try it once, since if you end up loving the food , it could be one of your best dining experiences .","[([11], [], 0), ([20, 21], [], 1)]"
i've waited over one hour for food .,"[([6], [], 0)]"
"other guests enjoyed pizza , santa fe chopped salad and fish and chips .","[([3], [], 1), ([5, 6, 7, 8], [], 1), ([10, 11, 12], [], 1)]"
the ambience is very calm and quiet.,"[([1], [], 1)]"
"both times i was extremely dissappointed by the service , which was boarderline rude.","[([8], [], -1)]"
"not only does make the best pizza in ny , maybe anywhere.","[([6], [], 1)]"
the spicy tuna roll is huge and probably the best that i've had at this price range .,"[([2, 3], [], 1), ([15, 16], [], 1)]"
price and quality of fish alone will keep us from making a return visit.,"[([0], [], -1), ([2], [], -1), ([4], [], -1)]"
our waiter and all of the people helping him were attentive and genuine.,"[([1], [], 1)]"
the place is a bistro which means: simple dishes and wine served efficiently in a bustling atmosphere .,"[([1], [], 1), ([8], [], 1), ([10], [], 1), ([11], [], 1), ([16], [], 1)]"
this is one of the best comfort food places in the city.,"[([6, 7], [], 1)]"
"overall, the ingredients and technique are there and i am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.","[([2], [], 1), ([4], [], 1), ([15], [], 0), ([17], [], 0)]"
i had a huge pastrami sandwich on a roll.,"[([4, 5], [], 1)]"
"though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.","[([8], [], -1), ([15], [], -1), ([26], [], 1), ([40], [], -1)]"
the fish was not fresh and the rice tasted old and stale.,"[([1], [], -1), ([7], [], -1)]"
"considering their price of $6.25 for lunch special , the dish was ridiculously small.","[([2], [], -1), ([6, 7], [], -1), ([10], [], -1)]"
this is the pinnacle of indian fast food (all fast foods in my opinion).,"[([5, 6, 7], [], 1)]"
"besides, when you have bad service , that's less money you have to tip .","[([5], [], -1), ([9], [], -1), ([13], [], -1)]"
the wine list is also really nice.,"[([1, 2], [], 1)]"
"service was devine, oysters where a sensual as they come, and the price can't be beat!!!","[([0], [], 1), ([3], [], 1), ([12], [], 1)]"
"compared to ess-a, tal offers a less doughy bagel !","[([8], [], -1)]"
ballato's is consistently delicious authentic italian food .,"[([5, 6], [], 1)]"
"the service was attentive, yet discreet.","[([1], [], 1)]"
for those prices and the dressed up atmosphere you expect more and should get more.,"[([2], [], -1), ([7], [], -1)]"
they offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,"[([4], [], 0), ([8], [], 1)]"
we went to eat at the jekyll and hyde restaurant on friday night and really enjoyed the fun atmosphere and good food .,"[([18], [], 1), ([21], [], 1)]"
the food was pretty tradional but it was hot and good with large portions .,"[([1], [], 1), ([13], [], 1)]"
"unless you are eating in the pizzeria side of this place , and are not in a rush, this place is a bad idea.","[([10], [], -1), ([19], [], -1)]"
you have to increase the service a lot.,"[([5], [], -1)]"
ambiance is barely romantic but management tries.,"[([0], [], -1), ([5], [], 1)]"
"i must warn the reader that the portions sizes are very small (especially the appetizers ), so if you plan to eat until you are full and do not intend to order the chef 's special tasting menu , prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree , and the cold udon at the end of the meal.","[([7], [], -1), ([14], [], -1), ([33], [], 1), ([37], [], 1), ([46], [], -1), ([48], [], -1), ([54], [], -1), ([60, 61], [], 0), ([65, 66], [], 0)]"
they were very abrupt with me when i called and actually claimed the food was late because they were out of rice .,"[([13], [], -1), ([21], [], 0)]"
"after we got our sashimi order, i could not believe how small the portions were!","[([4], [], 0), ([13], [], -1)]"
"after the main course came, we didn't see our waiter for at least 40 minutes!","[([2, 3], [], 0), ([9], [], -1)]"
nothing better than buying a snapple for $3.25 too.,"[([5], [], 1)]"
"when family came in he gave them apps to test their palets, and then ordered for them.","[([7], [], 0)]"
"service is extraordinary, yet not overbearing, and the decor brings a taste of trendy soho into queens.","[([0], [], 1), ([8], [], 1)]"
"the dosas are skimpy, unattractive and drip with grease, and personally i'd drink popcorn topping before i'd eat another one of these.","[([1], [], -1), ([13, 14], [], 0)]"
the service was excellent and the food was delicious.,"[([1], [], 1), ([6], [], 1)]"
if i wanted to deal with a crappy scene and annoying customers i'd go out in manhattan.,"[([8], [], -1), ([11], [], -1)]"
"after a seafood craving, i checked citysearch and chose to go to fish based on a previous review and the citysearch info.","[([2], [], 0)]"
right off the major deegan you get ladies from all over the city.,"[([7], [], 1)]"
until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,"[([11], [], -1)]"
"the food was very good, but not very thai.","[([1], [], 0)]"
"thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.","[([7, 8], [], 1), ([12], [], -1)]"
the fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,"[([1], [], 0), ([7, 8], [], 1)]"
"this is the perfect spot for meeting friends, having lunch , dinner , pre-theatre or after-theatre drinks !","[([4], [], 1), ([9], [], 1), ([11], [], 1), ([13, 14, 15, 16], [], 1)]"
"the mussaman curry that i ordered was as thin as water and aside from the poorly fried tofu that i ordered in it, they graciously provided me with one piece of poorly cooked potato .","[([1, 2], [], -1), ([16, 17], [], -1), ([33], [], -1)]"
had a late night dinner on a saturday night.,"[([4], [], 0)]"
a restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere .,"[([11], [], 1), ([14], [], 1), ([18], [], 1)]"
their sake martini is wonderful.,"[([1, 2], [], 1)]"
